Date,Bayswater_Inflow (KG/day),Bennet_Inflow (KG/day),Canning_Inflow (KG/day),Ellenbrook_Inflow (KG/day),Helena_Inflow (KG/day),Jane_Inflow (KG/day),Susannah_Inflow (KG/day),Upper_Swan_Inflow (KG/day),
18/01/2007,171255556800.0000000000,44450190720.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
19/01/2007,182171911680.0000000000,40735249920.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
20/01/2007,180569157120.0000000000,40439554560.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
21/01/2007,178966402560.0000300000,40147073280.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
22/01/2007,165281653440.0000300000,43172326080.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
23/01/2007,175760893440.0000000000,42851989440.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
24/01/2007,174016719360.0000000000,42831097920.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
25/01/2007,164284485120.0000300000,39835307520.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
26/01/2007,158593956480.0000000000,40131002880.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
27/01/2007,156825944640.0000000000,43799071679.9999920000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
28/01/2007,166380065280.0000300000,47513208960.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
29/01/2007,175684826880.0000300000,54699356160.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
30/01/2007,158867153280.0000000000,44763563520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
31/01/2007,124140625920.0000200000,34682601600.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
01/02/2007,133498687679.9999800000,34934371200.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
02/02/2007,121190100479.9999800000,49249347840.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
03/02/2007,116193813120.0000300000,53136777600.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
04/02/2007,118239575040.0000000000,53510414400.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
05/02/2007,127076955840.0000200000,50291781119.9999920000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
06/02/2007,125471522880.0000000000,47023329600.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
07/02/2007,133534310400.0000200000,50805498240.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
08/02/2007,111409655040.0000200000,47176534080.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
09/02/2007,122155395840.0000200000,43547569920.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
10/02/2007,119814474240.0000200000,39918605760.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
11/02/2007,108199324800.0000000000,36289641600.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
12/02/2007,103004300160.0000200000,36284284800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
13/02/2007,94965350400.0000000000,36286963200.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
14/02/2007,84268088640.0000150000,39915659520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
15/02/2007,82473828480.0000150000,36289641600.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
16/02/2007,83461622400.0000150000,36286963200.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
17/02/2007,81605491200.0000000000,39918605760.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
18/02/2007,69123075840.0000000000,39921552000.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
19/02/2007,67514428800.0000000000,36286963200.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
20/02/2007,63370944000.0000000000,36289641600.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
21/02/2007,65487951360.0000000000,33366971520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
22/02/2007,58492238400.0000080000,38493964800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
23/02/2007,69330116160.0000150000,39902803200.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
24/02/2007,75188044800.0000150000,37190119680.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
25/02/2007,78519974400.0000000000,38460484800.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
26/02/2007,81892883520.0000150000,35320596480.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
27/02/2007,90646698240.0000000000,36449809920.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
28/02/2007,110319546240.0000000000,42278811840.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
01/03/2007,108614476800.0000300000,53229718079.9999920000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
02/03/2007,134273280960.0000200000,59765817600.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
03/03/2007,107821134720.0000000000,56340947520.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
04/03/2007,105992858880.0000000000,52633238400.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
05/03/2007,104115300480.0000000000,43237946880.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
06/03/2007,102188459520.0000000000,38823140160.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
07/03/2007,96438470400.0000000000,34726527360.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
08/03/2007,106603534080.0000200000,36769075200.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
09/03/2007,110982182400.0000200000,38808408960.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
10/03/2007,112471908480.0000000000,40852563840.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
11/03/2007,111198061440.0000200000,42890290560.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
12/03/2007,107253849600.0000000000,44931231360.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
13/03/2007,108672330240.0000000000,54800867520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
14/03/2007,115268693760.0000000000,57181965120.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
15/03/2007,111312964800.0000000000,59566812480.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
16/03/2007,115104240000.0000000000,61946035200.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
17/03/2007,111191097600.0000000000,55137542400.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
18/03/2007,112320043200.0000000000,57178483200.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
19/03/2007,106003572480.0000000000,49350859200.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
20/03/2007,107113501440.0000000000,61260364800.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
21/03/2007,131847989760.0000000000,60648082560.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
22/03/2007,183871624319.9999700000,57736126080.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
23/03/2007,209791304640.0000300000,73094607360.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
24/03/2007,239077733760.0000000000,69211998720.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
25/03/2007,258718173120.0000300000,65327247360.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
26/03/2007,273640610880.0000000000,61448924160.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
27/03/2007,267256376640.0000300000,57566315520.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
28/03/2007,246817238399.9999700000,53679421440.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
29/03/2007,242364934080.0000000000,49796812800.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
30/03/2007,246093266880.0000000000,45912061440.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
31/03/2007,255564624960.0000300000,36777646080.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
01/04/2007,271061043840.0000000000,33380363520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
02/04/2007,254367112320.0000000000,29979331200.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
03/04/2007,252073866240.0000300000,26582048640.0000040000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
04/04/2007,247395237120.0000300000,22291251840.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
05/04/2007,272641567680.0000600000,24473612160.0000040000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
06/04/2007,295225032960.0000600000,35545582080.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
07/04/2007,322134382080.0000000000,33650346240.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
08/04/2007,382488376320.0000600000,36202057919.9999920000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
09/04/2007,335684943360.0000600000,44285736960.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
10/04/2007,340330895999.9999400000,47195550720.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
11/04/2007,362700357120.0000600000,43844068800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
12/04/2007,355497068160.0000600000,46393905600.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
13/04/2007,382580245440.0000600000,48941867520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
14/04/2007,399688525440.0000000000,44134139520.0000080000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
15/04/2007,2495188333440.0010000000,409157472960.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
16/04/2007,992632181760.0001200000,1511698066560.0002000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
17/04/2007,271867242240.0000000000,371721208320.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
18/04/2007,237328738560.0000300000,203779100160.0000300000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
19/04/2007,226058834880.0000300000,237083129280.0000600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
20/04/2007,221014604160.0000300000,220080913920.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
21/04/2007,215990193600.0000000000,128256791040.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
22/04/2007,216657383040.0000600000,101206022400.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
23/04/2007,205901732160.0000300000,124442749440.0000200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
24/04/2007,526624329600.0000600000,145161244800.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
25/04/2007,264639312000.0000000000,314149536000.0000600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
26/04/2007,195955493760.0000600000,167089305600.0000300000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
27/04/2007,195805771200.0000000000,107387233920.0000200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
28/04/2007,185614727040.0000000000,80054697600.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
29/04/2007,479602071360.0001800000,135572304960.0000200000,0.0000000000,0.0000000000,48812232960.0000080000,0.0000000000,0.0000000000,0.0000000000,
30/04/2007,1093092537600.0002000000,541153310400.0001200000,0.0000000000,0.0000000000,2524936250880.0005000000,0.0000000000,0.0000000000,0.0000000000,
01/05/2007,1087637440319.9999000000,412700728320.0001200000,0.0000000000,0.0000000000,1688965292160.0002000000,3425673600.0000000000,0.0000000000,0.0000000000,
02/05/2007,241523648639.9999700000,267565731840.0000300000,0.0000000000,0.0000000000,961925932800.0001200000,17187292800.0000040000,0.0000000000,0.0000000000,
03/05/2007,179740192320.0000000000,195647477760.0000300000,0.0000000000,0.0000000000,560568496320.0000000000,15531238080.0000000000,0.0000000000,205653214137.6000400000,
04/05/2007,189769996800.0000300000,146926846080.0000000000,0.0000000000,0.0000000000,333994337280.0001200000,5197970880.0000010000,0.0000000000,1198451754000.0000000000,
05/05/2007,190332192960.0000000000,143032184640.0000000000,0.0000000000,0.0000000000,268999747200.0000000000,0.0000000000,0.0000000000,1615524528384.0002000000,
06/05/2007,180579870720.0000000000,135396334080.0000000000,0.0000000000,0.0000000000,200330928000.0000300000,0.0000000000,0.0000000000,1600953282432.0000000000,
07/05/2007,185449201920.0000000000,124304544000.0000000000,0.0000000000,0.0000000000,135933621120.0000000000,0.0000000000,0.0000000000,1584626677401.6006000000,
08/05/2007,190347459840.0000000000,113641297920.0000000000,0.0000000000,0.0000000000,79784179200.0000150000,0.0000000000,0.0000000000,1556337791577.5999000000,
09/05/2007,195226433280.0000000000,103396953599.9999800000,0.0000000000,0.0000000000,43784072640.0000000000,0.0000000000,0.0000000000,1401422510361.6001000000,
10/05/2007,194565672000.0000300000,96890048640.0000310000,0.0000000000,0.0000000000,23829189120.0000040000,0.0000000000,0.0000000000,1211641025904.0000000000,
11/05/2007,205003664640.0000000000,100333935360.0000200000,0.0000000000,0.0000000000,15851842560.0000020000,0.0000000000,0.0000000000,1097587066896.0002000000,
12/05/2007,209901922560.0000300000,97079143680.0000150000,0.0000000000,0.0000000000,7907708160.0000010000,0.0000000000,0.0000000000,988643168323.1999500000,
13/05/2007,214780896000.0000000000,96850944000.0000000000,0.0000000000,0.0000000000,3945283200.0000000000,0.0000000000,0.0000000000,897273299404.7999300000,
14/05/2007,213576955200.0000300000,93491159040.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,816767160163.1999500000,
15/05/2007,218329776000.0000000000,87314768640.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,717085867852.8000500000,
16/05/2007,218104790400.0000300000,81798068160.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,662468315385.6002200000,
17/05/2007,230957360640.0000300000,79150737600.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,657368668569.6001000000,
18/05/2007,248811575040.0000300000,85179548160.0000150000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,626173550006.4002700000,
19/05/2007,201952699200.0000600000,94590374399.9999850000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,566353176076.8000500000,
20/05/2007,247118826240.0000300000,107708641920.0000200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,564594814512.0000000000,
21/05/2007,191181513600.0000000000,107975946240.0000200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,510643066752.0000600000,
22/05/2007,185791233600.0000300000,101076655680.0000200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,456917833958.4000200000,
23/05/2007,180400953600.0000300000,125870068800.0000200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,458995187606.4000900000,
24/05/2007,175029422400.0000900000,159408457920.0000300000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,512851380768.0000000000,
25/05/2007,169629768000.0000300000,164153511360.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,554028148857.6001000000,
26/05/2007,183030606720.0000300000,192492054720.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,624005677152.0001200000,
27/05/2007,971421396480.0001200000,218121932159.9999700000,0.0000000000,0.0000000000,45877777920.0000000000,0.0000000000,0.0000000000,759552333753.6001000000,
28/05/2007,2175263631360.0005000000,1070677543680.0001000000,0.0000000000,0.0000000000,2067210547200.0005000000,346043923200.0000600000,0.0000000000,2582736254121.6006000000,
29/05/2007,270805524480.0000300000,447383865600.0001200000,0.0000000000,0.0000000000,764953450560.0002400000,275119891199.9999400000,0.0000000000,5282324781897.5996000000,
30/05/2007,209022336000.0000300000,333595791360.0000000000,0.0000000000,0.0000000000,486068532480.0000600000,135712653120.0000200000,0.0000000000,4405466134800.0000000000,
31/05/2007,187204089600.0000000000,284561786880.0000000000,0.0000000000,0.0000000000,300215963520.0000600000,76496711040.0000150000,0.0000000000,2635659024883.2002000000,
01/06/2007,177460070399.9999700000,249615630720.0000300000,0.0000000000,0.0000000000,200447438400.0000900000,49260597120.0000080000,0.0000000000,2152428656284.8003000000,
02/06/2007,176110156800.0000300000,227980319040.0000000000,0.0000000000,0.0000000000,150470369280.0000300000,33984074880.0000080000,0.0000000000,2527781997312.0000000000,
03/06/2007,179067110400.0000000000,214898745600.0000300000,0.0000000000,0.0000000000,975323825280.0002400000,23073076800.0000040000,0.0000000000,2297597553273.6006000000,
04/06/2007,186574665600.0000300000,202186791360.0000000000,0.0000000000,0.0000000000,868180325760.0002400000,13120678080.0000000000,0.0000000000,2287673127763.2002000000,
05/06/2007,189605543040.0000000000,193539041280.0000000000,0.0000000000,0.0000000000,363537892800.0000000000,8265006720.0000019000,0.0000000000,2811271888512.0000000000,
06/06/2007,197334869760.0000300000,185118151680.0000000000,0.0000000000,0.0000000000,223490517120.0000600000,5190739200.0000000000,0.0000000000,2244732877008.0000000000,
07/06/2007,276797640960.0000600000,219283286400.0000300000,0.0000000000,0.0000000000,160416607680.0000000000,2434129920.0000000000,0.0000000000,2023157978352.0002000000,
08/06/2007,247161144960.0000000000,227314200960.0000600000,0.0000000000,0.0000000000,128498918400.0000200000,2274497279.9999995000,0.0000000000,1866010823913.6006000000,
09/06/2007,211581011520.0000000000,217881144000.0000300000,0.0000000000,0.0000000000,113421669120.0000200000,7398276480.0000010000,0.0000000000,1733494332297.6001000000,
10/06/2007,209754074880.0000000000,205338732480.0000300000,0.0000000000,0.0000000000,92669961600.0000150000,4884062400.0000010000,0.0000000000,1630692093312.0000000000,
11/06/2007,217926944640.0000300000,193199687999.9999700000,0.0000000000,0.0000000000,75678192000.0000000000,1792385280.0000002000,0.0000000000,1603974839040.0000000000,
12/06/2007,221105669760.0000000000,184456051200.0000300000,0.0000000000,0.0000000000,62270389440.0000150000,1632216960.0000002000,0.0000000000,1541752004592.0000000000,
13/06/2007,220932912960.0000300000,183772523520.0000300000,0.0000000000,0.0000000000,57328473600.0000080000,1542758400.0000000000,0.0000000000,1421235369043.2000000000,
14/06/2007,226472112000.0000300000,227069395200.0000600000,0.0000000000,0.0000000000,54730425600.0000150000,8343751680.0000019000,0.0000000000,1293472249977.6001000000,
15/06/2007,202036533120.0000000000,210381088320.0000000000,0.0000000000,0.0000000000,52132377600.0000080000,10446831360.0000000000,0.0000000000,1184919164784.0000000000,
16/06/2007,197720827200.0000000000,191000721600.0000300000,0.0000000000,0.0000000000,49534329600.0000080000,5139046080.0000000000,0.0000000000,1318517604115.2000000000,
17/06/2007,193405121280.0000000000,183554501760.0000000000,0.0000000000,0.0000000000,46936281600.0000150000,2886243840.0000000000,0.0000000000,1134160771564.7998000000,
18/06/2007,189078433920.0000000000,176240594880.0000000000,0.0000000000,0.0000000000,44332876800.0000080000,1417944960.0000000000,0.0000000000,969818534784.0002400000,
19/06/2007,189269136000.0000000000,168976774080.0000000000,0.0000000000,0.0000000000,35483711040.0000000000,1394375040.0000000000,0.0000000000,857033170473.6003400000,
20/06/2007,198039556800.0000000000,164683566720.0000300000,0.0000000000,0.0000000000,31309424640.0000040000,1369198080.0000000000,0.0000000000,857586782361.6001000000,
21/06/2007,219103833600.0000000000,160439641920.0000000000,0.0000000000,0.0000000000,29239557120.0000000000,1344021120.0000005000,0.0000000000,2074053810988.7998000000,
22/06/2007,544781203200.0001200000,192497679360.0000600000,0.0000000000,0.0000000000,28863241920.0000000000,1979069760.0000005000,0.0000000000,2843824026470.4004000000,
23/06/2007,1266379660800.0002000000,439621058880.0000000000,0.0000000000,0.0000000000,45470125440.0000150000,48552696000.0000000000,0.0000000000,3656277090432.0005000000,
24/06/2007,417910752000.0001200000,356235235200.0000600000,0.0000000000,32852798268480.0000000000,46017054720.0000000000,87575644800.0000150000,0.0000000000,6099801552000.0010000000,
25/06/2007,282863413440.0000600000,271562975999.9999700000,0.0000000000,15943013688960.0040000000,37935786240.0000080000,76026919680.0000310000,0.0000000000,7749514527897.6006000000,
26/06/2007,192221268480.0000000000,217970066880.0000300000,0.0000000000,7492096814400.0000000000,43594441920.0000000000,51664728959.9999920000,0.0000000000,6305131793952.0010000000,
27/06/2007,421846392960.0001200000,214250572800.0000600000,0.0000000000,2747311482240.0005000000,54935055360.0000080000,40738999680.0000000000,0.0000000000,5640724027699.2012000000,
28/06/2007,475034595840.0000000000,337478400000.0000600000,0.0000000000,3044413537920.0005000000,60253554240.0000080000,94613944320.0000150000,0.0000000000,6528434973062.4004000000,
29/06/2007,232231743360.0000300000,262456951680.0000000000,0.0000000000,3409962105600.0005000000,82869696000.0000000000,169882876800.0000300000,0.0000000000,8625863855808.0010000000,
30/06/2007,561190688640.0000000000,326764800000.0000000000,0.0000000000,4446454694400.0010000000,115493679360.0000200000,205386140160.0000000000,0.0000000000,9544696944048.0000000000,
01/07/2007,2833131167999.9995000000,527697564480.0000600000,0.0000000000,7516825142400.0020000000,298070565120.0000000000,450089049600.0000600000,0.0000000000,8882416413964.8008000000,
02/07/2007,1520273767680.0000000000,498232218240.0000000000,0.0000000000,16714257361920.0000000000,577545266880.0001200000,1442460890880.0002000000,0.0000000000,14947373364019.2030000000,
03/07/2007,925452552960.0000000000,487420053120.0000000000,0.0000000000,47425661706240.0000000000,602842487040.0001200000,2045780668800.0002000000,534877824556.7999900000,30161943467424.0040000000,
04/07/2007,491002145279.9999400000,372334829760.0000600000,0.0000000000,33977346739200.0040000000,1209593563200.0005000000,1155188563200.0002000000,388659420633.5999800000,34156846946880.0000000000,
05/07/2007,390798380159.9999400000,316051200000.0000000000,0.0000000000,13821134051520.0000000000,479172188160.0000600000,689521403520.0000000000,235234872576.0000300000,30083669919216.0040000000,
06/07/2007,333396518400.0000000000,291945600000.0000000000,0.0000000000,7445303827200.0020000000,256211726400.0000000000,464044049280.0000600000,168859679788.8000200000,37550216726064.0000000000,
